procuringEntity_name,monto_total,num_procesos
DIRECCION DISTRITAL 07D04-BALSAS-MARCABELI-PIÑAS-SALUD,364572.8,26
DIRECCION DISTRITAL 01D03-GIRON A SANTA ISABEL-EDUCACION,363817.39,44
DIRECCION DISTRITAL DE SALUD N.- 01D06,362699.07,17
UNIDAD EDUCATIVA LICEO POLICIAL,361392.92,119
JEFATURA ZONAL DE POLICIA MONTADA GUAYAS,359674.44,9
DIRECCION DISTRITAL 14D01-MORONA-SALUD,358411.16000000003,23
DIRECCION DISTRITAL06D03-CUMANDA-PALLATANGA-EDUCACION,357840.83999999997,53
"EMPRESA PUBLICA MUNICIPAL MERCADO DE PRODUCTORES AGRICOLAS ""SAN PEDRO DE RIOBAMBA""",357530.17,70
SUBZONA BOLIVAR,357104.64,70
COORDINACION ZONAL 5 DEL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL,356335.25,37
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PALLATANGA,356282.57,136
Gobierno Municipal del Cantón Puerto López,354765.0,91
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN FERNANDO,354402.45999999996,130
Direccion Distrital 06D05-Guano Penipe-Educacion,354229.4,40
FEDERACION DEPORTIVA DEL AZUAY,353632.76,62
JUNTA PARROQUIAL NANEGALITO,353184.11,143
DIRECCION DISTRITAL 21D02C01-NUEVA LOJA-SUCUMBIOS-MIT,352791.81,21
Cuerpo de Bomberos de Quevedo,352519.57,5
DIRECCION DISTRITAL 14D02-HUAMBOYA-PABLO SEXTO-PALORA-EDUCACION,352242.37,42
EMPRESA PUBLICA PARA EL FOMENTO AGROPECUARIO Y PRODUCTIVO DE ZAMORA CHINCHIPE AGROPZACHIN EP,351979.8,51
CENTRO DE ESPECIALIDADES OTAVALO,351779.54000000004,56
UNIVERSIDAD DE SEGURIDAD CIUDADANA Y CIENCIAS POLICIALES (USECIPOL),351567.52,45
Guardia Ciudadana de Cuenca,351423.98,44
CUERPO DE BOMBEROS DE GUALACEO,350997.63,78
COORDINACIÓN ZONAL 4 MIES,350886.56,41
COORDINACION ZONAL 3 - INEC,350782.55,152
CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA TULCAN,350394.87,102
DIRECCION DISTRITAL NO. 08D02 - ELOY ALFARO - SALUD,350071.0,18
CENTRO DE SALUD A - SANTA CRUZ,349538.48,76
DIRECCION DISTRITAL DE SALUD NO.09D12,348066.68,5
BIBLIOTECA NACIONAL EUGENIO ESPEJO,347319.80000000005,4
HOSPITAL BÁSICO AIDA LEÓN DE RODRÍGUEZ LARA,346288.0,125
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN JOAQUIN,344359.16000000003,47
EMPRESA PUBLICA SERVICIOS POSTALES DEL ECUADOR SPE EP,343396.32,5
SUBZONA MORONA SANTIAGO,343096.64,50
BRIGADA DE INFANTERIA NO 1 EL ORO,341931.52999999997,114
AUTORIDAD PORTUARIA DE PUERTO BOLIVAR,340732.82999999996,58
DIRECCION DISTRITAL DE SALUD NO.09D22,340153.23,20
DISTRITO ELOY ALFARO,339873.5,28
JUNTA PARROQUIAL DE CUMBE,338985.15,67
DIRECION DISTRITAL 01D08 - SIGSIG - SALUD,337208.56,69
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA DE PUEMBO,336349.04,1
Unidad de Lucha Contra el Crimen Organizado,336211.52,48
Junta Parroquial de Zapotal,335625.23000000004,73
REGISTRO DE LA PROPIEDAD DEL CANTON CUENCA,334303.56,121
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DEL QUINCHE,333609.13,51
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SAN ANDRES DE TADAY,332082.95999999996,28
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PUERTO NAPO,330555.16,31
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON QUILANGA,328234.68,25
DIRECCION DISTRITAL 14D03- LOGROÑO- SUCUA - EDUCACION,327890.27,137
Junta Parroquial de Yaruqui,327029.72,52
DIRECCION DISTRITAL 04D01-SAN PEDRO DE HUACA-TULCAN-MINISTERIO DE DESARROLLO HUMANO,324929.58,96
Junta Parroquial de Antonio Sotomayor,323990.37,10
SUPERINTENDENCIA DE PROTECCION DE DATOS PERSONALES,323485.1,86
Cuerpo de Bomberos de Cayambe,323356.45,73
CENTRO DE ESPECIALIDADES BALZAR,322199.6,63
CENTRO DE SALUD A - LOS ESTEROS,321519.64,54
DIRECCION DISTRITAL 01D01C01- CUENCA - CAÑARIBAMBA - AZUAY - MTOP,321085.72,7
DIRECCION DISTRITAL 09D15-EL EMPALME-SALUD,320493.66000000003,7
UNIDAD DE ASISTENCIA MEDICA DESARROLLO SOCIAL Y CULTURAL ADSCRITO AL GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS,319893.14,96
DIRECCIÓN DE MOVILIZACIÓN DEL CC.FF.AA.,319791.04,38
DIRECCION DISTRITAL 05D06-SALCEDO-SALUD,319695.81,67
GOBIERNO PARROQUIAL DE GUADALUPE,319582.57,8
DIRECCION DISTRITAL 06D01-CHAMBO-RIOBAMBA-EDUCACION,319133.33,109
HOSPITAL LUIS F. MARTINEZ,319009.01,106
"EMPRESA PUBLICA DE OBRAS, BIENES Y SERVICIOS UG-EP",318552.0,1
CENTRO NACIONAL DE INTELIGENCIA CNI,316339.76,39
DIRECCION DISTRITAL 03D01 AZOGUES BIBLIAN DELEG EDUCACION,315828.02,30
BENEMERITO CUERPO DE BOMBEROS DE VENTANAS,315624.31,7
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COLONCHE,314188.42,127
ESTACION NAVAL DE JAMBELI,313956.56,145
Cuerpo de Bomberos de Azogues,313112.20999999996,40
DIRECCION DISTRITAL 07D03-ATAHUALPA-PORTOVELO-ZARUMA-SALUD,312408.75,17
HOSPITAL BASICO SAN VICENTE DE PAUL-PASAJE,312214.62,3
Hospital General Jipijapa,308416.03,9
DIRECCION DE INVESTIGACION Y DESARROLLO - DIDE,307158.4,24
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE CHIQUINTAD,305556.42000000004,118
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SANTA ROSA,305549.91,5
JUNTA PARROQUIAL DE CHARAPOTO ,304167.26,99
DIRECCION NACIONAL DE LOS ESPACIOS ACUATICOS,303628.43,53
Federacion Ecuatoriana de Ciclismo,303602.43,3
DIRECCION DISTRITAL DE SALUD N 13D04 24 DE MAYO - SANTA ANA - OLMEDO,302843.38,32
Junta Parroquial Rural San Carlos,302630.05,7
DIRECCIÓN DISTRITAL 04D03 ESPEJO MIRA - EDUCACIÓN,302439.58999999997,33
CORPORACION CIUDAD ALFARO,302043.84,5
REGISTRO DE LA PROPIEAD DEL CANTON IBARRA,301799.47000000003,52
MINISTERIO DE LA MUJER Y DERECHOS HUMANOS,301772.23,63
Consorcio de Municipios Amazónicos y Galápagos,301460.47,45
UNIDAD EDUCATIVA PATRIA,298386.3,72
Compañia de Economia Mixta Agroazuay GPA,298360.59,21
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE ALCANTARILLADO Y SANEAMIENTO BASICO DE PEDRO MONCAYO,298233.8,43
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA DE GUANGOPOLO,297985.79,1
DIRECCION DISTRITAL 05D01 LATACUNGA MIES,297388.4,80
EMAC-BGP ENERGY COMPAÑIA DE ECONOMIA MIXTA CEM,296770.52,5
DIRECCION DISTRITAL 15D02 - EL CHACO - QUIJOS - SALUD,296405.23,76
Unidad Educativa Capitán Giovanni Calles,296048.42,72
Direccion Distrital 13D09 Pajan Educación,295666.07,5
UNIDAD EJECUTORA PARA LA PROTECCION DE DERECHOS,294995.13,246
DIRECCION DISTRITAL 14D06 - LIMON INDANZA - SANTIAGO TIWINTZA - SALUD,294512.83,41
MANABI PRODUCE-EP,293884.01,103
COMANDO LOGÍSTICO NO.25 REINO DE QUITO,293753.93,112
Empresa Publica Cuerpo de Bomberos de Milagro EP-CBM,293418.57,58
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PUERTO MURIALDO,289503.04,9
DIRECCIÓN DISTRITAL 09D10 - PARROQUIAS RURALES: (PROGRESO A ÁREA DE EXPANSIÓN DE GUAYAQUIL ) - EDUCACIÓN,287781.41,10
DIRECCION DISTRITAL 17D01 PARROQUIAS RURALES NANEGAL A NANEGALITO-EDUCACION,286666.21,4
Municipio de Olmedo,286252.26,76
EMPRESA PUBLICA VIAL PROVINCIAL DE LOS RIOS - VIALRIOS EP,286081.9,4
"EMPRESA PUBLICA MUNICIPAL DE MERCADOS, CENTROS COMERCIALES Y BAHIAS DEL CANTON BABAHOYO",285214.12,3
"Empresa Municipal de Agua Potable, Alcantarillado y Saneamiento de Gualaceo EP",285036.06,21
EMPRESA PÚBLICA MUNICIPAL DE AGUA POTABLE ALCANTARILLADO Y ASEO CAYAMBE EMAPAAC E.P,284987.84,59
COORDINACION ZONA 8 DEL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL,284949.67,172
DIRECCION DISTRITAL 13D 07-CHONE-FLAVIO ALFARO - MIES,284726.15,118
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE OCTAVIO CORDERO PALACIOS,284579.02,54
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ARENILLAS,283800.81,27
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CANELOS,283794.14,10
CENTRO DE SALUD B QUININDE,283158.5,70
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA TUNGURAHUA,280616.76,66
DIRECCIÓN DISTRITAL 01D07 - CAMILO PONCE ENRIQUEZ - EDUCACION,280473.73,35
SERVICIO PUBLICO PARA EL PAGO DE ACCIDENTES DE TRÁNSITO,280455.69,31
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CUMBAYA,280391.21,1
SUBZONA CAÑAR,279004.2,67
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DURENO,278487.19,6
"EMPRESA PÚBLICA MUNICIPAL DE MOVILIDAD, TRANSPORTE TERRESTRE, TRÁNSITO, SEGURIDAD VIAL Y TERMINALES TERRESTRES DE CHONE EP.",277898.51,16
EMPRESA ELECTRICA PROVINCIAL COTOPAXI SA ELEPCOSA EN LIQUIDACION,276920.13,4
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DIEZ DE AGOSTO,276307.7,8
"Facultad de Filosofia, Letras y Ciencias de la Educacion",275645.56,92
Cuerpo de Bomberos de Guamote,275215.91000000003,64
JUNTA PARROQUIAL INGAPIRCA,274975.82999999996,5
Dirección Distrital 16D02 - Arajuno - Educación,274910.56,23
"EMPRESA PÚBLICA MUNICIPAL MANCOMUNADA DE ASEO DE LOS CANTONES COLTA, ALAUSI Y GUAMOTE GACEMMA-EP.",273883.23,9
Corporacion del Seguro de Depositos,273431.4,1
JEFATURA ZONAL DE INTERVENCION Y RESCATE MANTA,273217.07,8
DIRECCION DISTRITAL 01D06 - EL PAN A SEVILLA DE ORO - EDUCACION,272724.16000000003,52
ESCUELA DE FORMACION DE SOLDADOS DE LA FUERZA TERRESTRE,271700.09,82
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA-CARCHI,271565.31,110
UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,271477.89,49
DIRECCION DISTRITAL 13D09-PAJAN-SALUD,271230.06,10
CUERPO DE BOMBEROS DE MONTECRISTI,271225.45,68
DIRECCION DE SANIDAD DE LA ARMADA,270000.26,61
"EMPRESA PUBLICA DE CONSTRUCCIONES, VIVIENDA Y DE ASEO DE SANTO DOMINGO EP -CONST",269910.43,68
"MINISTERIO DEL AMBIENTE, AGUA Y TRANSICION ECOLOGICA",269466.41,32
DIRECCION DISTRITAL 22D03 - AGUARICO - SALUD,268238.11,22
UNEDAN,267748.7,102
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE AMAGUAÑA,266615.56,82
ESCUELA SUPERIOR MIL,266393.64,95
DIRECCION DISTRITAL 07D04-BALSAS-MARCABELI-PIÑAS-MIES,266016.9,16
DIRECCION DISTRITAL 07D06-SANTA ROSA-SALUD,265038.64,37
DIRECCION DISTRITAL 21D02C01-NUEVA LOJA-SUCUMBIOS-MTOP,262577.23,13
DIRECCION DISTRITAL 16D01C01-PUYO-PASTAZA-MIT,262023.21,11
UNIDAD DE ACCION SOCIAL DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LAGO AGRIO,261724.08000000002,615
IV DE AMAZONAS,261457.43000000002,58
"EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y CONTROL DE INUNDACIONES CHONE",259472.26,33
UNIDAD EDUCATIVA GALILEO GALILEI,259377.83000000002,59
JUNTA PARROQUIAL DE RIVERA,258982.43999999997,12
Tribunal Contencioso Electoral,258389.6,76
CUERPO DE BOMBEROS DE TULCAN,258299.97,31
DIRECCION DISTRITAL 13D02 - JARAMIJO - MANTA - MONTECRISTI - MIES,257664.32,64
GOBIERNO AUTÓNOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO COMISIÓN METROPOLITANA DE LUCHA CONTRA LA CORRUPCIÓN,256478.72,44
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SIMIATUG,256056.81,9
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MONTALVO,255205.35,8
EMPRESA PÚBLICA MUNICIPAL EN MANCOMUNIDAD PARA  LA RECOLECCIÓN  Y PROCESAMIENTO  DE  DESECHOS  SOLIDOS,255021.68,10
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL TALAG,254942.53,8
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA UNION,252428.52,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN MATEO,252262.52000000002,50
DIRECCION DE VIVIENDA,251035.47,72
COORDINACIÓN ZONAL 9 - SENESCYT,250736.75,126
DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO EDUCACION,250440.34,52
DIRECCION DISTRITAL -17D11-MEJIA-RUMIÑAHUI-MINISTERIO DE DESARROLLO HUMANO,249634.48,160
CUERPO DE BOMBEROS DEL CANTON GUANO,249522.76,34
"DIRECCION DISTRITAL 19D02 CENTINELA DEL CONDOR, NANGARITZA, PAQUISHA SALUD",249011.34,38
Dirección Provincial del Consejo de la Judicatura - Cañar,248950.88,52
EMPRESA PUBLICA AMAZONICA UEA EP,248836.59,82
HOSPITAL GENERAL JULIUS DOEPFNER,248268.78,132
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA DE ZAMBIZA,247285.51,63
EMPRESA PUBLICA DE VIALIDAD DEL SUR VIALSUR E.P. EN LIQUIDACIÓN,247100.0,1
DIRECCION DISTRITAL 21D02 - LAGO AGRIO - MINISTERIO DE DESARROLLO HUMANO,246888.01,51
DIRECCION PROVINCIAL DE SALUD DE TUNGURAHUA,245199.68,35
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CHACARITA GADP RURAL CHACARITA,244964.15,45
EMPRESA PUBLICA MUNICIPAL DE TRANSITO Y MOVILIDAD TERRESTRE DE HUAQUILLAS EPMTMT-H,244848.91,61
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA MAGDALENA,244285.78,21
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LOS ANGELES,243195.22,3
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TRIUNFO-DORADO,242158.26,4
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON EL PAN,242149.28,97
"MINISTERIO DE EDUCACION, DEPORTE Y CULTURA ZONA 1",241773.34000000003,3
CENTRO DE SALUD A - CALCETA,241760.22,28
CUERPO DE BOMBEROS DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTO DOMINGO,241692.73,3
Coordinacion zonal 9 INSPI - LIP,241652.74000000002,26
GOBIERNO AUTONOMO DESCENTRALIZADO RURAL EL PARAISO LA 14,241068.08000000002,2
DIRECCION DE DESARROLLO SOCIAL Y ECONOMICO DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TENA,240551.12,259
CUERPO DE BOMBEROS COTACACHI,238605.95,14
Empresa Municipal de Agua Potable y Saneamiento Ambiental Buena Fe,237998.31,26
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE JOSE LUIS TAMAYO,237757.53999999998,174
DIRECCION DISTRITAL 08D01 - ESMERALDAS - MIES,237051.56,11
DIRECCION DISTRITAL 07D05-ARENILLAS-HUAQUILLAS-LAS LAJAS-SALUD,236786.1,35
CONSEJO CANTONAL PARA LA PROTECCIÓN DE DERECHOS DE SANTO DOMINGO,235510.94999999998,103
COORDINACION ZONAL - 1 SERVICIO INTEGRADO DE SEGURIDAD ECU 911,235396.23,84
SERVICIO NACIONAL DE DERECHOS INTELECTUALES,235067.24,85
COMANDO DE EDUCACION Y DOCTRINA MILITAR AEROESPACIAL,235066.6,7
CONSEJO DE SEGURIDAD CIUDADANA MUNICIPAL,233016.03,21
EMPRESA PUBLICA EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE RIOBAMBA EP-EMAPAR,232842.97999999998,3
DIRECCION DISTRITAL 04D01 SAN PEDRO DE HUACA TULCAN CARCHI MTOP,232646.61000000002,26
EMPRESA PÚBLICA PROVINCIAL SANTO DOMINGO CONSTRUYE EP,232417.46,92
INSTITUTO SUPERIOR UNIVERSITARIO POLICIA NACIONAL,232115.84999999998,43
"EMPRESA PUBLICA MUNICIPAL TÉCNICA Y DE CONTROL DE TRANSITO, TRANSPORTE TERRESTRE Y SEGURIDAD VIAL DEL CANTÓN LA LIBERTAD LALITRAN-EP",231779.99,32
Junta Parroquial de Cojimies,230940.94,4
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL INES ARANGO,230706.78999999998,39
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN CARLOS DE NARANJAL,230263.94,53
DIRECCION DISTRITAL-06D01-CHAMBO-RIOBAMBA - MINISTERIO DE DESARROLLO HUMANO,230030.69,229
FACULTAD DE CIENCIAS ECONOMICAS  UNIVERSIDAD CENTRAL ECUADOR,228091.27,40
DIRECCION DISTRITAL 07D02-MACHALA-EL ORO-MTOP,226967.96,17
BASE AEREA COTOPAXI,226618.40000000002,121
SERVICIO ECUATORIANO DE NORMALIZACION,226243.38,24
EMPRESA PUBLICA DE VIVIENDA Y DESARROLLO URBANO EP,225694.47999999998,30
"EMPRESA PUBLICA MANCOMUNADA PARA LA GESTION INTEGRAL DE RESIDUOS SOLIDOS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES DE ZARUMA, ATAHUALPA, PIÑAS Y PORTOVELO",224274.36,15
AGENCIA DE ASEGURAMIENTO DE LA CALIDAD DE LOS SERVICIOS DE SALUD Y MEDICINA PREPAGADA,223938.02000000002,47
CENTRO DE SALUD C - MATERNO INFANTIL Y EMERGENCIAS - ZARUMA,223828.04,97
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL CUYABENO,222862.52000000002,40
JUNTA PARROQUIAL DE CUTUGLAGUA,221732.9,35
UNIDAD DE VINCULACIÓN CON LA SOCIEDAD Y PRESTACIÓN DE SERVICIOS DE LA UNIVERSIDAD TÉCNICA DE AMBATO UVPSUTA,221411.74,146
FACULTAD DE CIENCIAS MEDICAS UCE,220811.37,108
DIRECCION DISTRITAL 02D01 GUARANDA - EDUCACION,220040.68,97
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ANCON,219883.97,2
Facultad de Ciencias Administrativas UCE,219309.63,81
Municipio de Bolívar,219079.49,3
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SANTA ANA,217326.18000000002,35
DIRECCION DISTRITAL 07D03-ATAHUALPA-PORTOVELO-ZARUMA EDUCACION,217311.83000000002,74
EMPRESA PUBLICA FARMACIAS MUNICIPALES SOLIDARIAS FARMASOL EP,216798.39,79
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE MORASPUNGO,214146.46,32
DIRECCION PROVINCIAL DE SALUD DE NAPO,213765.72999999998,3
DIRECCION DISTRITAL 07D01-CHILLA-EL GUABO-PASAJE-SALUD,213764.91,9
INSTITUTO PROVINCIAL DE ASISTENCIA SOCIAL DE BOLIVAR - IPASB,213075.05,7
JUNTA PARROQUIAL DE CANUTO,212902.66,2
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA PRIMAVERA,212187.57,5
BRIGADA DE INFANTERIA NO 31 ANDES,212183.4,102
DIRECCION PROVINCIAL DE SALUD DE EL ORO,211986.81,2
SUBZONA COTOPAXI,211928.45,12
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL HONORATO VASQUEZ,211526.7,4
CONSEJO DE DESARROLLO Y PROMOCION DE LA INFORMACION Y COMUNICACION,211289.63,37
CUERPO DE BOMBEROS DEL CANTON MORONA,209688.74000000002,71
Cuerpo de Bomberos de Huaquillas,209162.05,27
DIRECCION DISTRITAL 18D03-BAÑOS DE AGUA SANTA-EDUCACION,209029.61,100
"GRUPO DE ARTILLERIA DE 105 MM N. 5 ""ATAHUALPA""",208861.5,144
DIRECCION DISTRITAL 12D03 - MOCACHE - QUEVEDO - MIES,207401.83000000002,21
DIRECCION DISTRITAL 12D05-PALENQUE-VINCES-SALUD,206268.13,5
CUERPO DE BOMBEROS GUARANDA,205812.0,34
Aldeas Infantiles SOS Ecuador,205801.6,114
COORDINACION ZONAL 8 - MINISTERIO DE DESAROLLO HUMANO,202741.67,28
BATALLON MONTUFAR,202500.15,40
DIRECCION DISTRITAL 11D04-CELICA-PINDAL-PUYANGO-EDUCACION,202063.33,28
DIRECCION DISTRITAL 15D02 -ELCHACO-QUIJOS-EDUCACION,202017.74,149
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA LOJA,201817.44,49
DIRECCION DISTRITAL 11D08 - SARAGURO - SALUD,200660.37,41
COORDINACION ZONAL 7 SENESCYT,199333.09,41
DIAF,198905.23,51
HOSPITAL SAN LUIS DE OTAVALO,198831.35,25
JUNTA PARROQUIAL CALACALI,198814.15,14
CENTRO DE SALUD B PORTOVIEJO,198791.0,97
Refineria del Pacifico RDP Compañia de Economia Mixta,198157.78,4
UNIDAD EDUCATIVALICEO GALAPAGOS,197190.4,9
EMPRESA PÚBLICA MUNICIPAL DE HABITAT DESARROLLO URBANO SOSTENIBLE Y VIVIENDA INNOVA EP,197142.38999999998,80
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SABANILLA GUAYAS,196882.94,2
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAN FELIPE DE OÑA,196856.5,11
MISION SOCIAL RUMIÑAHUI,196426.38,65
FUNDACIÓN MUNICIPAL BIENAL DE CUENCA,196273.66,49
Capitania del Puerto,196136.58000000002,88
EMPRESA PUBLICA MUNICIPAL DE TRANSFORMACION Y COMERCIALIZACION DE PRODUCTOS TIERRAS ALTAS,195859.08,5
GRUPO DE FUERZAS ESPECIALES N 26,194654.64,83
CUERPO DE BOMBEROS DE SHUSHUFINDI,194552.36,101
CUERPO DE BOMBEROS DEL CANTON PONCE ENRIQUEZ,194221.88999999998,10
INSTITUTO NACIONAL DE ECONOMIA POPULAR Y SOLIDARIA,194065.72,36
DIRECCION DISTRITAL 23D01-PARROQUIAS URBANAS RIO VERDE A CHIGUILPE Y PARROQUIAS RURALES ALLURIQUIN A PERIFERIA - MIES,194060.32,26
DIRECCION DISTRITAL 14D06 - LIMON INDANZA - SANTIAGO TIWINTZA - EDUCACION,193838.7,53
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE RIO BLANCO,193596.88999999998,17
SUBZONA ZAMORA CHINCHIPE,192513.34,53
DIRECCION PROVINCIAL DE SALUD DE SANTA ELENA,192354.11,2
CUERPO DE BOMBEROS DEL CANTON LORETO,192340.12,11
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BUENAVISTA,192118.7,3
BRIGADA DE INTELIGENCIA MILITAR N 29 GRAL CALICUCHIMA,191805.62,6
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE HATUN SUMAKU,191212.07,5
Direcciòn Distrital 05D01 Latacunga Educaciòn,190282.31,8
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON SAMBORONDON,190246.91,41
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE BOLIVAR,188012.53,64
CAPITANIA DEL PUERTO DE GUAYAQUIL,187918.07,116
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COTUNDO,187510.02,6
JEFATURA ZONAL DE POLICIA MONTADA CUENCA,187472.21,44
DIRECCION DISTRITAL 02D01- GUARANDA-SALUD,187070.59,11
DIRECCION DISTRITAL 09D09 - TARQUI-3-EDUCACION,186854.83,5
COORDINACION ZONAL 2-MINISTERIO DE DESARROLLO HUMANO,186701.47,143
Cuerpo de Bomberos de Naranjal,186172.57,12
COORDINACION ZONAL 6 SERVICIO INTEGRADO DE SEGURIDAD ECU 911,185818.79,21
HOSPITAL NAVAL DE ESMERALDAS,185765.09,71
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA SUCUMBIOS,185546.84,37
DIRECCION PROVINCIAL DE SALUD DE LOS RIOS,184267.49000000002,2
BATALLON DE SELVA No 56 TUNGURAHUA,183959.32,36
EMPRESA PUBLICA DEL COMPLEJO TURISTICO DE CHACHIMBIRO,183946.54,75
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN PEDRO DE LOS COFANES,183591.83,2
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE SANTO DOMINGO DE LOS TSACHILAS,183405.12,45
CENTRO PARA GRUPOS DE ATENCION PRIORITARIA CEGAP,183183.36,64
DIRECCION DISTRITAL 20D01 - SAN CRISTOBAL - SANTA CRUZ - ISABELA - SALUD,183058.1,8
JUNTA PARROQUIAL RURAL PIMOCHA,183037.86,7
JUNTA PARROQUIAL DE ATAHUALPA,182992.53999999998,29
EMPRESA MANCOMUNADA DE MOVILIDAD SUSTENTABLE DE ZAMORA CHINCHIPE E.P.,182639.09,26
EMPRESAPUBLICAMUNICIPALDESERVICIOSDERASTROYPLAZASDEGANADO,182423.16,48
CENTRO DE SALUD A - PAJAN,182259.71000000002,20
EMPRESA PUBLICA MUNICIPAL DE TRANSITO DE EL GUABO EPMT-G,182076.73,34
CENTRO DE SALUD A-MACHACHI,181641.37,60
Junta Parroquial Isla Santa María,181593.0,3
INSTITUTO GEOFISICO,181542.37,8
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SIDCAY,181362.53,57
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE AUGUSTO N. MARTINEZ GADPRANM,181286.94,139
JUNTA PARROQUIAL SAN PABLO DE USHPAYACU,181150.8,17
